Disease_id,Symptom_id,relation_type,database
MESH:D000544,D009127,DpS,Hetionet
MESH:D010195,D017288,DpS,Hetionet
MESH:D001172,D005335,DpS,Hetionet
MESH:D005901,D002832,DpS,Hetionet
MESH:D008180,D009461,DpS,Hetionet
MESH:D050197,D001835,DpS,Hetionet
MESH:D005910,D000647,DpS,Hetionet
DOID:1725,D003967,DpS,Hetionet
MESH:D019337,D011693,DpS,Hetionet
MESH:D051436,D009461,DpS,Hetionet
MESH:D009383,D000860,DpS,Hetionet
MESH:D001289,D013064,DpS,Hetionet
MESH:D000310,D017116,DpS,Hetionet
MESH:D012148,D010292,DpS,Hetionet
MESH:D001172,D001416,DpS,Hetionet
MESH:D009373,D006316,DpS,Hetionet
MESH:D003924,D018589,DpS,Hetionet
MESH:D009373,D002559,DpS,Hetionet
MESH:D001321,D003248,DpS,Hetionet
MESH:D018204,D010292,DpS,Hetionet
MESH:D007822,D004433,DpS,Hetionet
MESH:D010610,D012135,DpS,Hetionet
MESH:D011471,D000860,DpS,Hetionet
MESH:D010610,D014839,DpS,Hetionet
MESH:D006258,D004172,DpS,Hetionet
MESH:D001749,D005414,DpS,Hetionet
MESH:D009103,D009133,DpS,Hetionet
MESH:D009373,D006987,DpS,Hetionet
MESH:D012030,D003635,DpS,Hetionet
MESH:D009373,D001766,DpS,Hetionet
MESH:D019694,D016553,DpS,Hetionet
MESH:D000740,D010292,DpS,Hetionet
MESH:D010190,D041781,DpS,Hetionet
MESH:D003866,D006261,DpS,Hetionet
MESH:D002971,D001724,DpS,Hetionet
MESH:D005901,D003117,DpS,Hetionet
MESH:D007562,D001072,DpS,Hetionet
MESH:D005901,D004487,DpS,Hetionet
MESH:D013736,D014839,DpS,Hetionet
MESH:D010195,D004415,DpS,Hetionet
MESH:D009290,D012893,DpS,Hetionet
MESH:D005910,D003221,DpS,Hetionet
MESH:D004379,D014839,DpS,Hetionet
MESH:D003922,D018589,DpS,Hetionet
MESH:D009373,D065634,DpS,Hetionet
MESH:D004379,D000006,DpS,Hetionet
MESH:D010300,D055154,DpS,Hetionet
MESH:D013167,D006942,DpS,Hetionet
MESH:D017545,D006396,DpS,Hetionet
MESH:D024821,D009765,DpS,Hetionet
MESH:D050197,D020181,DpS,Hetionet
MESH:D002311,D005311,DpS,Hetionet
MESH:C562839,D010146,DpS,Hetionet
MESH:D008579,D005157,DpS,Hetionet
MESH:D004938,D002100,DpS,Hetionet
MESH:D000690,D062706,DpS,Hetionet
MESH:D029424,D012893,DpS,Hetionet
MESH:D000690,D012021,DpS,Hetionet
MESH:D007562,D009128,DpS,Hetionet
MESH:D010024,D051346,DpS,Hetionet
MESH:D001321,D003410,DpS,Hetionet
MESH:D005134,D004438,DpS,Hetionet
MESH:D009290,D007319,DpS,Hetionet
MESH:D012878,D011693,DpS,Hetionet
MESH:D008479,D006337,DpS,Hetionet
MESH:D003731,D001724,DpS,Hetionet
MESH:D013274,D001835,DpS,Hetionet
MESH:D011471,D005414,DpS,Hetionet
MESH:D001528,D006311,DpS,Hetionet
MESH:D000690,D014832,DpS,Hetionet
MESH:D002971,D006314,DpS,Hetionet
MESH:D008288,D023341,DpS,Hetionet
MESH:D000740,D006942,DpS,Hetionet
MESH:D004827,D053609,DpS,Hetionet
MESH:C562839,D015431,DpS,Hetionet
MESH:D013736,D010264,DpS,Hetionet
MESH:D005923,D007625,DpS,Hetionet
MESH:D007079,D017116,DpS,Hetionet
MESH:D007822,D006685,DpS,Hetionet
MESH:D008288,D012166,DpS,Hetionet
MESH:D005879,D011596,DpS,Hetionet
MESH:D017545,D001416,DpS,Hetionet
MESH:D029424,D009133,DpS,Hetionet
MESH:D010610,D014832,DpS,Hetionet
MESH:D000740,D041781,DpS,Hetionet
MESH:D019042,D014313,DpS,Hetionet
MESH:D010001,D006314,DpS,Hetionet
MESH:D001172,D001259,DpS,Hetionet
MESH:D001749,D010264,DpS,Hetionet
MESH:D014029,D005311,DpS,Hetionet
MESH:D007079,D009912,DpS,Hetionet
MESH:D012559,D009155,DpS,Hetionet
MESH:D007918,D020233,DpS,Hetionet
MESH:D013120,D012585,DpS,Hetionet
MESH:D014846,D012877,DpS,Hetionet
MESH:D012004,D014549,DpS,Hetionet
MESH:D000690,D009222,DpS,Hetionet
MESH:D018317,D004244,DpS,Hetionet
MESH:D009373,D002832,DpS,Hetionet
MESH:D051436,D000472,DpS,Hetionet
MESH:D017545,D018908,DpS,Hetionet
MESH:D000310,D007024,DpS,Hetionet
MESH:D006258,D000860,DpS,Hetionet
MESH:D007889,D001247,DpS,Hetionet
MESH:D004938,D004415,DpS,Hetionet
MESH:D001321,D007806,DpS,Hetionet
MESH:D008881,D020078,DpS,Hetionet
MESH:D003922,D004314,DpS,Hetionet
MESH:D006258,D009461,DpS,Hetionet
MESH:D006258,D003967,DpS,Hetionet
MESH:D010195,D011695,DpS,Hetionet
MESH:D012004,D010146,DpS,Hetionet
MESH:C562840,D012678,DpS,Hetionet
MESH:D013274,D004614,DpS,Hetionet
MESH:D011565,D011602,DpS,Hetionet
MESH:D017202,D054058,DpS,Hetionet
MESH:D008113,D041781,DpS,Hetionet
MESH:D002311,D005183,DpS,Hetionet
MESH:D007918,D006941,DpS,Hetionet
MESH:D018317,D006312,DpS,Hetionet
MESH:D001528,D001766,DpS,Hetionet
MESH:D024821,D059411,DpS,Hetionet
MESH:C562840,D059352,DpS,Hetionet
MESH:D054990,D012135,DpS,Hetionet
MESH:D005910,D001259,DpS,Hetionet
MESH:D006258,D002637,DpS,Hetionet
MESH:D054990,D003371,DpS,Hetionet
MESH:D000437,D003117,DpS,Hetionet
MESH:D015209,D015746,DpS,Hetionet
MESH:D001859,D005158,DpS,Hetionet
MESH:D008105,D007565,DpS,Hetionet
MESH:D003093,D018771,DpS,Hetionet
MESH:D010001,D010146,DpS,Hetionet
MESH:D013953,D018908,DpS,Hetionet
MESH:D005134,D005130,DpS,Hetionet
MESH:D013120,D009128,DpS,Hetionet
MESH:D009373,D005334,DpS,Hetionet
MESH:D014029,D017288,DpS,Hetionet
MESH:D001932,D000857,DpS,Hetionet
MESH:D007562,D055964,DpS,Hetionet
MESH:D001172,D006314,DpS,Hetionet
MESH:D009373,D001416,DpS,Hetionet
MESH:D018317,D037061,DpS,Hetionet
MESH:D004938,D014826,DpS,Hetionet
MESH:D005879,D011595,DpS,Hetionet
MESH:D001289,D010468,DpS,Hetionet
MESH:D013167,D009461,DpS,Hetionet
MESH:D000437,D009133,DpS,Hetionet
MESH:D009373,D012877,DpS,Hetionet
MESH:D008579,D004172,DpS,Hetionet
MESH:D000544,D020233,DpS,Hetionet
MESH:D007037,D003128,DpS,Hetionet
MESH:D001321,D008607,DpS,Hetionet
MESH:D013736,D004314,DpS,Hetionet
MESH:D001859,D009461,DpS,Hetionet
MESH:D016584,D006985,DpS,Hetionet
MESH:D008175,D010292,DpS,Hetionet
MESH:D012004,D053159,DpS,Hetionet
MESH:D017202,D060050,DpS,Hetionet
MESH:D006258,D004417,DpS,Hetionet
MESH:D009290,D020188,DpS,Hetionet
MESH:D024821,D056128,DpS,Hetionet
MESH:D001859,D005132,DpS,Hetionet
MESH:D000740,D014884,DpS,Hetionet
MESH:D007562,D018888,DpS,Hetionet
MESH:D010190,D010146,DpS,Hetionet
MESH:D008579,D015875,DpS,Hetionet
MESH:D000544,D020078,DpS,Hetionet
MESH:D012186,D003085,DpS,Hetionet
MESH:D014594,D005334,DpS,Hetionet
MESH:D001289,D020323,DpS,Hetionet
MESH:D012878,D010149,DpS,Hetionet
MESH:D006973,D011507,DpS,Hetionet
MESH:D007037,D018980,DpS,Hetionet
MESH:D000437,D001835,DpS,Hetionet
MESH:D003924,D001724,DpS,Hetionet
MESH:D005879,D004421,DpS,Hetionet
MESH:D005922,D006942,DpS,Hetionet
MESH:D018204,D009325,DpS,Hetionet
MESH:D000740,D005335,DpS,Hetionet
MESH:D000690,D000381,DpS,Hetionet
MESH:D008180,D000006,DpS,Hetionet
MESH:D013167,D005132,DpS,Hetionet
MESH:D013274,D004884,DpS,Hetionet
MESH:D008268,D004487,DpS,Hetionet
MESH:C562840,D005221,DpS,Hetionet
MESH:D010001,D013746,DpS,Hetionet
MESH:D005706,D007565,DpS,Hetionet
MESH:D002532,D014717,DpS,Hetionet
MESH:D009103,D020233,DpS,Hetionet
MESH:D008579,D010291,DpS,Hetionet
MESH:D003866,D007859,DpS,Hetionet
MESH:D002311,D002303,DpS,Hetionet
MESH:D009373,D006311,DpS,Hetionet
MESH:D005910,D004411,DpS,Hetionet
MESH:D008545,D014839,DpS,Hetionet
MESH:D005879,D007859,DpS,Hetionet
MESH:D002532,D012166,DpS,Hetionet
MESH:D013274,D005414,DpS,Hetionet
MESH:D003924,D017566,DpS,Hetionet
MESH:D002311,D052120,DpS,Hetionet
DOID:11920,D004417,DpS,Hetionet
MESH:D008881,D014717,DpS,Hetionet
MESH:D008113,D011696,DpS,Hetionet
MESH:D012878,D011539,DpS,Hetionet
MESH:D010003,D059352,DpS,Hetionet
MESH:D006258,D006396,DpS,Hetionet
MESH:D012559,D015430,DpS,Hetionet
MESH:D011471,D010149,DpS,Hetionet
MESH:D009373,D014770,DpS,Hetionet
MESH:D009373,D005483,DpS,Hetionet
MESH:D009373,D055154,DpS,Hetionet
MESH:D010190,D058568,DpS,Hetionet
MESH:D001321,D001259,DpS,Hetionet
MESH:D002532,D004244,DpS,Hetionet
MESH:D006258,D009325,DpS,Hetionet
DOID:11920,D006469,DpS,Hetionet
MESH:D007562,D010291,DpS,Hetionet
MESH:D013274,D005221,DpS,Hetionet
MESH:D003731,D014098,DpS,Hetionet
MESH:D004827,D020828,DpS,Hetionet
MESH:D009080,D015746,DpS,Hetionet
MESH:D012030,D012166,DpS,Hetionet
MESH:D009373,D058447,DpS,Hetionet
MESH:D050197,D056128,DpS,Hetionet
MESH:D013953,D003371,DpS,Hetionet
MESH:D008881,D053591,DpS,Hetionet
MESH:D003922,D000419,DpS,Hetionet
MESH:D009373,D010292,DpS,Hetionet
MESH:D005910,D009155,DpS,Hetionet
MESH:D004827,D006429,DpS,Hetionet
MESH:D010300,D020923,DpS,Hetionet
MESH:D000544,D007806,DpS,Hetionet
MESH:D012878,D010292,DpS,Hetionet
MESH:D002532,D014823,DpS,Hetionet
MESH:D003093,D000006,DpS,Hetionet
MESH:D006258,D005158,DpS,Hetionet
MESH:D019042,D010148,DpS,Hetionet
MESH:D001749,D015746,DpS,Hetionet
MESH:D012559,D006212,DpS,Hetionet
MESH:D009103,D005222,DpS,Hetionet
MESH:D010024,D008998,DpS,Hetionet
MESH:D017545,D018437,DpS,Hetionet
MESH:D017545,D010291,DpS,Hetionet
MESH:D017544,D054068,DpS,Hetionet
MESH:D001714,D017109,DpS,Hetionet
MESH:D009383,D054160,DpS,Hetionet
MESH:D004938,D006396,DpS,Hetionet
MESH:D051436,D007926,DpS,Hetionet
MESH:D004827,D005334,DpS,Hetionet
MESH:D010051,D014839,DpS,Hetionet
MESH:D003866,D003693,DpS,Hetionet
MESH:D007918,D012021,DpS,Hetionet
MESH:D000740,D011507,DpS,Hetionet
MESH:D014820,D001260,DpS,Hetionet
MESH:D004827,D015518,DpS,Hetionet
MESH:D013274,D001260,DpS,Hetionet
MESH:D012559,D002389,DpS,Hetionet
MESH:D003924,D001835,DpS,Hetionet
MESH:D009103,D020828,DpS,Hetionet
MESH:D018204,D010148,DpS,Hetionet
MESH:D007562,D007319,DpS,Hetionet
MESH:D008479,D005483,DpS,Hetionet
MESH:D000437,D009461,DpS,Hetionet
MESH:D008545,D010292,DpS,Hetionet
MESH:D000740,D059787,DpS,Hetionet
MESH:D010190,D007565,DpS,Hetionet
MESH:D009373,D004614,DpS,Hetionet
MESH:D008175,D010243,DpS,Hetionet
MESH:D000740,D018496,DpS,Hetionet
MESH:D009373,D006685,DpS,Hetionet
MESH:D018204,D010591,DpS,Hetionet
MESH:D004938,D001044,DpS,Hetionet
MESH:D004827,D020921,DpS,Hetionet
MESH:D065631,D012891,DpS,Hetionet
MESH:D018204,D005158,DpS,Hetionet
MESH:D000690,D009120,DpS,Hetionet
MESH:D013964,D003967,DpS,Hetionet
MESH:D016584,D002637,DpS,Hetionet
MESH:D001932,D020233,DpS,Hetionet
MESH:D005923,D011507,DpS,Hetionet
MESH:D000740,D016553,DpS,Hetionet
MESH:D017544,D001416,DpS,Hetionet
MESH:D006258,D004408,DpS,Hetionet
MESH:D011565,D013746,DpS,Hetionet
MESH:D010040,D012001,DpS,Hetionet
MESH:D003922,D001724,DpS,Hetionet
MESH:D012004,D015746,DpS,Hetionet
MESH:D010024,D006429,DpS,Hetionet
MESH:D013274,D000855,DpS,Hetionet
MESH:D002311,D009123,DpS,Hetionet
MESH:D009373,D019547,DpS,Hetionet
MESH:D000437,D000550,DpS,Hetionet
MESH:D000437,D005483,DpS,Hetionet
MESH:D045743,D004489,DpS,Hetionet
MESH:D012559,D003147,DpS,Hetionet
MESH:D010195,D059265,DpS,Hetionet
MESH:D004827,D013746,DpS,Hetionet
MESH:D003866,D009325,DpS,Hetionet
MESH:D007680,D000855,DpS,Hetionet
MESH:D045743,D000006,DpS,Hetionet
MESH:D000740,D001724,DpS,Hetionet
MESH:D008579,D001766,DpS,Hetionet
MESH:D053040,D011507,DpS,Hetionet
MESH:D006973,D004244,DpS,Hetionet
MESH:D001859,D006319,DpS,Hetionet
MESH:D016584,D012892,DpS,Hetionet
MESH:D019042,D000860,DpS,Hetionet
MESH:D010190,D010149,DpS,Hetionet
MESH:D051436,D011695,DpS,Hetionet
MESH:D007562,D020754,DpS,Hetionet
MESH:D013274,D003248,DpS,Hetionet
MESH:D054990,D019588,DpS,Hetionet
MESH:D008881,D060486,DpS,Hetionet
MESH:D006973,D012021,DpS,Hetionet
MESH:D001859,D002558,DpS,Hetionet
MESH:D008175,D016553,DpS,Hetionet
MESH:D019042,D001416,DpS,Hetionet
MESH:D045743,D011507,DpS,Hetionet
MESH:D018317,D005157,DpS,Hetionet
MESH:D005910,D001072,DpS,Hetionet
MESH:D004827,D012893,DpS,Hetionet
MESH:D005901,D015878,DpS,Hetionet
MESH:D009103,D009437,DpS,Hetionet
MESH:D005901,D011681,DpS,Hetionet
MESH:D008579,D006261,DpS,Hetionet
MESH:D000310,D011141,DpS,Hetionet
MESH:D005879,D015518,DpS,Hetionet
MESH:D005910,D007806,DpS,Hetionet
MESH:D012148,D020754,DpS,Hetionet
MESH:D013120,D009207,DpS,Hetionet
MESH:D001471,D009765,DpS,Hetionet
MESH:D012030,D012415,DpS,Hetionet
MESH:D001172,D009461,DpS,Hetionet
MESH:D012186,D009437,DpS,Hetionet
MESH:D001528,D018771,DpS,Hetionet
MESH:D003866,D014012,DpS,Hetionet
MESH:D013167,D005221,DpS,Hetionet
MESH:D000437,D001308,DpS,Hetionet
MESH:D018204,D000855,DpS,Hetionet
MESH:D004938,D003967,DpS,Hetionet
MESH:D001932,D000648,DpS,Hetionet
MESH:D013167,D017116,DpS,Hetionet
MESH:D010300,D003248,DpS,Hetionet
MESH:D007889,D019584,DpS,Hetionet
MESH:D004827,D003221,DpS,Hetionet
MESH:D009080,D005335,DpS,Hetionet
MESH:D008113,D006942,DpS,Hetionet
MESH:D013953,D003967,DpS,Hetionet
MESH:D005901,D015845,DpS,Hetionet
MESH:D016535,D012135,DpS,Hetionet
MESH:D008881,D019547,DpS,Hetionet
MESH:D002446,D011693,DpS,Hetionet
MESH:D002532,D019569,DpS,Hetionet
MESH:D050197,D020757,DpS,Hetionet
MESH:D009080,D054078,DpS,Hetionet
MESH:D008113,D055948,DpS,Hetionet
MESH:C562840,D012893,DpS,Hetionet
MESH:D003924,D009765,DpS,Hetionet
MESH:D010300,D014103,DpS,Hetionet
MESH:D000740,D003117,DpS,Hetionet
MESH:D013736,D015746,DpS,Hetionet
MESH:D000437,D002524,DpS,Hetionet
MESH:D003866,D000648,DpS,Hetionet
MESH:D012030,D013035,DpS,Hetionet
MESH:D001714,D007859,DpS,Hetionet
MESH:D015179,D001835,DpS,Hetionet
MESH:D001714,D010291,DpS,Hetionet
MESH:D011565,D009912,DpS,Hetionet
MESH:D008180,D015746,DpS,Hetionet
MESH:D001321,D012893,DpS,Hetionet
MESH:D050197,D000787,DpS,Hetionet
MESH:D012004,D003248,DpS,Hetionet
MESH:D029424,D018908,DpS,Hetionet
MESH:D013167,D010264,DpS,Hetionet
MESH:D001859,D009912,DpS,Hetionet
MESH:D001321,D004410,DpS,Hetionet
MESH:D012148,D012893,DpS,Hetionet
MESH:D014594,D004412,DpS,Hetionet
MESH:D001859,D000550,DpS,Hetionet
MESH:D010024,D001247,DpS,Hetionet
MESH:D001528,D010291,DpS,Hetionet
MESH:D009103,D010291,DpS,Hetionet
MESH:D009373,D006469,DpS,Hetionet
MESH:D065631,D012912,DpS,Hetionet
MESH:D003731,D009912,DpS,Hetionet
MESH:D001714,D002032,DpS,Hetionet
MESH:D003731,D002032,DpS,Hetionet
MESH:D008579,D012585,DpS,Hetionet
MESH:D005185,D014549,DpS,Hetionet
MESH:D011085,D001835,DpS,Hetionet
MESH:D000690,D007040,DpS,Hetionet
MESH:D002583,D017699,DpS,Hetionet
MESH:D029424,D012891,DpS,Hetionet
MESH:D001650,D007565,DpS,Hetionet
MESH:D009373,D005130,DpS,Hetionet
MESH:D010024,D017116,DpS,Hetionet
MESH:D053040,D001416,DpS,Hetionet
MESH:D000740,D012166,DpS,Hetionet
MESH:D001289,D018980,DpS,Hetionet
MESH:D009103,D013064,DpS,Hetionet
MESH:D006258,D006469,DpS,Hetionet
MESH:D017545,D006685,DpS,Hetionet
MESH:D011565,D009325,DpS,Hetionet
MESH:D010610,D004487,DpS,Hetionet
DOID:1725,D005334,DpS,Hetionet
MESH:D001749,D000855,DpS,Hetionet
MESH:D000544,D000425,DpS,Hetionet
MESH:D006111,D012877,DpS,Hetionet
MESH:D010003,D009133,DpS,Hetionet
MESH:D003093,D014839,DpS,Hetionet
MESH:D005879,D017109,DpS,Hetionet
MESH:D010051,D005334,DpS,Hetionet
MESH:D006258,D020069,DpS,Hetionet
MESH:D002583,D003248,DpS,Hetionet
MESH:D017545,D006469,DpS,Hetionet
MESH:D029424,D003490,DpS,Hetionet
MESH:D007680,D041781,DpS,Hetionet
MESH:D009373,D004314,DpS,Hetionet
MESH:D005642,D051346,DpS,Hetionet
MESH:D001714,D062706,DpS,Hetionet
MESH:D003922,D004415,DpS,Hetionet
MESH:D008881,D009325,DpS,Hetionet
MESH:D012030,D010149,DpS,Hetionet
MESH:D001932,D001072,DpS,Hetionet
MESH:D001859,D011782,DpS,Hetionet
MESH:D008881,D015878,DpS,Hetionet
MESH:D001932,D020250,DpS,Hetionet
MESH:D003731,D006472,DpS,Hetionet
MESH:D013274,D014840,DpS,Hetionet
MESH:D006973,D006317,DpS,Hetionet
MESH:D001063,D015746,DpS,Hetionet
MESH:D000544,D013064,DpS,Hetionet
MESH:D000310,D021501,DpS,Hetionet
MESH:D002446,D004415,DpS,Hetionet
MESH:D008545,D002832,DpS,Hetionet
MESH:D007037,D012891,DpS,Hetionet
MESH:D017545,D002637,DpS,Hetionet
MESH:D006258,D005483,DpS,Hetionet
MESH:D012030,D010468,DpS,Hetionet
MESH:D008288,D010167,DpS,Hetionet
MESH:D015535,D001416,DpS,Hetionet
MESH:D000163,D005158,DpS,Hetionet
MESH:D018204,D020069,DpS,Hetionet
MESH:D007562,D010468,DpS,Hetionet
MESH:D017202,D002303,DpS,Hetionet
MESH:D001932,D012607,DpS,Hetionet
MESH:D001859,D014098,DpS,Hetionet
MESH:D053040,D001750,DpS,Hetionet
MESH:D013736,D034381,DpS,Hetionet
MESH:D065631,D014832,DpS,Hetionet
MESH:D001289,D007319,DpS,Hetionet
MESH:D005910,D011681,DpS,Hetionet
MESH:D012186,D005334,DpS,Hetionet
MESH:D003731,D009058,DpS,Hetionet
MESH:D010003,D018908,DpS,Hetionet
MESH:D010610,D055154,DpS,Hetionet
MESH:D012030,D009903,DpS,Hetionet
MESH:D008579,D002559,DpS,Hetionet
MESH:D010051,D003248,DpS,Hetionet
MESH:D014029,D011595,DpS,Hetionet
MESH:D008175,D002524,DpS,Hetionet
MESH:D005910,D009461,DpS,Hetionet
MESH:D008579,D009461,DpS,Hetionet
MESH:D050197,D000789,DpS,Hetionet
MESH:D006258,D013575,DpS,Hetionet
MESH:D008180,D012877,DpS,Hetionet
MESH:D009373,D006314,DpS,Hetionet
MESH:D009765,D020181,DpS,Hetionet
MESH:D008113,D014839,DpS,Hetionet
MESH:D004938,D005221,DpS,Hetionet
MESH:D003731,D005157,DpS,Hetionet
MESH:D009373,D058568,DpS,Hetionet
MESH:D009373,D009207,DpS,Hetionet
MESH:D018317,D019569,DpS,Hetionet
MESH:D014029,D007319,DpS,Hetionet
MESH:D007079,D012877,DpS,Hetionet
MESH:D010003,D001416,DpS,Hetionet
MESH:D015433,D008998,DpS,Hetionet
MESH:D014029,D059350,DpS,Hetionet
MESH:D001859,D014103,DpS,Hetionet
MESH:D010190,D003967,DpS,Hetionet
MESH:D008881,D013009,DpS,Hetionet
MESH:D013274,D004415,DpS,Hetionet
MESH:D007680,D017624,DpS,Hetionet
MESH:D008175,D000855,DpS,Hetionet
MESH:D010051,D009325,DpS,Hetionet
MESH:D004379,D007565,DpS,Hetionet
MESH:D005134,D006988,DpS,Hetionet
MESH:D008288,D005130,DpS,Hetionet
DOID:90,D055111,DpS,Hetionet
MESH:C562840,D063806,DpS,Hetionet
MESH:D001321,D011595,DpS,Hetionet
MESH:D006258,D004244,DpS,Hetionet
MESH:D003924,D050177,DpS,Hetionet
MESH:D002532,D006261,DpS,Hetionet
MESH:D004827,D003244,DpS,Hetionet
MESH:D011565,D005483,DpS,Hetionet
MESH:D002311,D012891,DpS,Hetionet
MESH:D011471,D019584,DpS,Hetionet
MESH:D003866,D007319,DpS,Hetionet
MESH:D008175,D002637,DpS,Hetionet
MESH:D001321,D007926,DpS,Hetionet
MESH:D053040,D021501,DpS,Hetionet
MESH:D003093,D004415,DpS,Hetionet
MESH:D018204,D012585,DpS,Hetionet
MESH:D006258,D019080,DpS,Hetionet
MESH:D001932,D011782,DpS,Hetionet
MESH:D005910,D019569,DpS,Hetionet
MESH:D008881,D065635,DpS,Hetionet
MESH:D001859,D001766,DpS,Hetionet
MESH:D001749,D014550,DpS,Hetionet
MESH:D002532,D018908,DpS,Hetionet
MESH:D001321,D003147,DpS,Hetionet
MESH:D001528,D015354,DpS,Hetionet
MESH:D013120,D012021,DpS,Hetionet
MESH:D009373,D003490,DpS,Hetionet
MESH:D003731,D008607,DpS,Hetionet
MESH:D000690,D012891,DpS,Hetionet
MESH:D009765,D056128,DpS,Hetionet
MESH:D008545,D010291,DpS,Hetionet
MESH:D003924,D015431,DpS,Hetionet
MESH:D003876,D012135,DpS,Hetionet
MESH:C562840,D020069,DpS,Hetionet
MESH:D008175,D014840,DpS,Hetionet
MESH:D011471,D009325,DpS,Hetionet
MESH:D013120,D019547,DpS,Hetionet
MESH:D001932,D006985,DpS,Hetionet
MESH:D008105,D006942,DpS,Hetionet
MESH:D000690,D006935,DpS,Hetionet
MESH:D010003,D004487,DpS,Hetionet
MESH:D011085,D009765,DpS,Hetionet
MESH:D019042,D018908,DpS,Hetionet
MESH:D009103,D051346,DpS,Hetionet
MESH:D015535,D004487,DpS,Hetionet
MESH:D045743,D009133,DpS,Hetionet
MESH:D008180,D005334,DpS,Hetionet
MESH:D006258,D014840,DpS,Hetionet
MESH:D007680,D011141,DpS,Hetionet
MESH:D007918,D020886,DpS,Hetionet
MESH:D007889,D059411,DpS,Hetionet
MESH:D013167,D011782,DpS,Hetionet
MESH:D018317,D009886,DpS,Hetionet
MESH:D004827,D007706,DpS,Hetionet
MESH:D055113,D004487,DpS,Hetionet
MESH:D001932,D004411,DpS,Hetionet
MESH:D000690,D010264,DpS,Hetionet
MESH:D011085,D004412,DpS,Hetionet
MESH:D012878,D008607,DpS,Hetionet
MESH:D001289,D006315,DpS,Hetionet
MESH:D006258,D002559,DpS,Hetionet
MESH:D029424,D006469,DpS,Hetionet
MESH:D003922,D011681,DpS,Hetionet
MESH:D000690,D006816,DpS,Hetionet
MESH:D008180,D011696,DpS,Hetionet
MESH:D008175,D005334,DpS,Hetionet
MESH:D007822,D014826,DpS,Hetionet
MESH:D001650,D015746,DpS,Hetionet
MESH:D010610,D006311,DpS,Hetionet
MESH:D002583,D004412,DpS,Hetionet
MESH:D008175,D000860,DpS,Hetionet
MESH:D009080,D011695,DpS,Hetionet
MESH:D001932,D014839,DpS,Hetionet
MESH:D007889,D017699,DpS,Hetionet
MESH:D008175,D014826,DpS,Hetionet
MESH:D008579,D010264,DpS,Hetionet
DOID:1725,D005335,DpS,Hetionet
MESH:D000310,D005262,DpS,Hetionet
MESH:D053040,D056844,DpS,Hetionet
MESH:D009383,D018908,DpS,Hetionet
MESH:D012878,D010264,DpS,Hetionet
MESH:D000506,D011602,DpS,Hetionet
MESH:D001528,D005334,DpS,Hetionet
MESH:D008545,D005130,DpS,Hetionet
MESH:D004827,D007625,DpS,Hetionet
MESH:D001749,D014839,DpS,Hetionet
MESH:D010195,D004438,DpS,Hetionet
MESH:D055113,D006209,DpS,Hetionet
MESH:D005910,D018886,DpS,Hetionet
MESH:D013167,D059350,DpS,Hetionet
MESH:D008881,D010292,DpS,Hetionet
MESH:D000310,D009207,DpS,Hetionet
MESH:D006973,D019569,DpS,Hetionet
MESH:D010300,D002524,DpS,Hetionet
MESH:D016640,D005316,DpS,Hetionet
MESH:D007079,D004884,DpS,Hetionet
MESH:D016535,D004418,DpS,Hetionet
MESH:D000740,D009912,DpS,Hetionet
MESH:D001714,D008569,DpS,Hetionet
MESH:D010040,D002558,DpS,Hetionet
MESH:D065631,D006970,DpS,Hetionet
MESH:D001932,D006732,DpS,Hetionet
MESH:D010051,D005221,DpS,Hetionet
MESH:D010051,D002100,DpS,Hetionet
MESH:D001749,D004487,DpS,Hetionet
MESH:D024821,D053201,DpS,Hetionet
MESH:D017544,D005335,DpS,Hetionet
MESH:D001714,D011596,DpS,Hetionet
MESH:D006258,D006732,DpS,Hetionet
MESH:D001932,D015354,DpS,Hetionet
MESH:D019694,D001926,DpS,Hetionet
MESH:D003866,D017109,DpS,Hetionet
MESH:D055113,D005157,DpS,Hetionet
MESH:D002971,D038901,DpS,Hetionet
MESH:D007562,D018886,DpS,Hetionet
MESH:D010300,D004409,DpS,Hetionet
MESH:D001859,D013064,DpS,Hetionet
MESH:D018204,D003371,DpS,Hetionet
MESH:D015210,D001416,DpS,Hetionet
MESH:D010300,D007806,DpS,Hetionet
MESH:D001859,D010148,DpS,Hetionet
MESH:D050197,D060050,DpS,Hetionet
MESH:D001932,D005183,DpS,Hetionet
MESH:D014516,D053584,DpS,Hetionet
MESH:D013953,D005207,DpS,Hetionet
MESH:D007918,D009461,DpS,Hetionet
MESH:D004827,D020270,DpS,Hetionet
MESH:D005642,D019591,DpS,Hetionet
MESH:D004938,D001037,DpS,Hetionet
MESH:D002583,D003967,DpS,Hetionet
MESH:D001714,D011602,DpS,Hetionet
MESH:D002583,D005334,DpS,Hetionet
MESH:D019694,D007565,DpS,Hetionet
MESH:D019694,D011507,DpS,Hetionet
MESH:D012878,D011696,DpS,Hetionet
MESH:D002971,D006209,DpS,Hetionet
MESH:D002583,D010146,DpS,Hetionet
MESH:D053040,D011141,DpS,Hetionet
MESH:D003876,D012893,DpS,Hetionet
MESH:D013167,D009133,DpS,Hetionet
MESH:D000690,D020240,DpS,Hetionet
MESH:D000544,D001041,DpS,Hetionet
MESH:D018317,D012021,DpS,Hetionet
MESH:D003924,D015430,DpS,Hetionet
MESH:D010610,D014103,DpS,Hetionet
